Customer_ID,Full_Name,Gender,DOB,Age,Aadhaar_No,PAN_No,Email,Phone,Address,Account_Type,Account_Balance,Monthly_Income_Bracket,Loan_Amount,Credit_Score,Transaction_Type,Transaction_Amount,Transaction_Date,Branch_ID,Spending_Category,Fraud_Flag,Risk_Category,Suspicious_Activity,Consent_Flag,Consent_Date,Data_Source
,,Other,,13.824804692025381,719432651923.1506,,,,,Savings,-326891.7024429089,1L-5L,1640333.9106962315,416.8322775707088,Withdrawal,40735.38395912814,,B005,Investment,No,Low,No,Yes,,NetBanking
,,Male,,39.54043505438704,704416661912.6256,,,,,Fixed Deposit,1239701.0675646828,<50K,,491.8075844325881,Transfer,20734.511151757142,,B004,Bills,No,High,No,No,,Mobile Banking
,,Male,,44.9257678505156,829294093912.2731,,,,,Loan,737443.6847514879,50K-1L,676727.3957200664,701.9360565949602,Transfer,29746.58896894071,,B004,Health,No,Low,No,Yes,,Credit Bureau
,,Other,,65.96678249748413,290015688290.4823,,,,,Fixed Deposit,692899.5091093576,>10L,,403.6723507042218,Bill Payment,52824.21417506018,,B003,Shopping,No,Medium,No,No,,NetBanking
,,Other,,34.47013850452552,164164891268.90546,,,,,Credit,900687.9312090118,<50K,,758.6414129769178,Withdrawal,11131.639329070507,,B004,Shopping,Yes,High,Yes,No,,Credit Bureau
,,Female,,51.48779960507486,957632903439.1841,,,,,Credit,1401328.9361170442,50K-1L,,610.17060572631,Loan EMI,5575.539532387045,,B002,Investment,Yes,High,No,No,,Mobile Banking
,,Male,,83.34267772075495,661686248304.7722,,,,,Credit,1072749.293242123,1L-5L,2081891.9608112774,725.2747170961844,Transfer,22819.898386531175,,B003,Investment,No,Low,No,No,,ATM
,,Male,,73.97327920362692,884592994510.2283,,,,,Current,984075.909849738,1L-5L,,430.14885135120966,Investment,18426.266443728422,,B005,Bills,No,Medium,No,No,,Mobile Banking
,,Male,,69.14241681531595,1073808083371.2902,,,,,Current,738132.2262967856,1L-5L,1324165.909774405,958.3448886338574,Withdrawal,33242.837760765135,,B005,Bills,No,Medium,No,Yes,,Branch Visit
,,Male,,32.54641270258815,659853681837.7148,,,,,Fixed Deposit,-85507.61909035279,5L-10L,767321.7057661796,446.3741365226171,Transfer,70875.03638418013,,B004,Travel,Yes,High,No,No,,Credit Bureau
,,Other,,42.476830458805935,883035834246.0101,,,,,Current,145589.29652870403,1L-5L,,763.7484608258117,Investment,52425.98826059207,,B003,Health,No,High,No,Yes,,Branch Visit
,,Other,,48.47733800484281,347706680603.12506,,,,,Fixed Deposit,-125424.52789533092,1L-5L,,799.8982176398152,Investment,20534.12042399477,,B003,Travel,Yes,Low,No,Yes,,Credit Bureau
,,Male,,47.90512312018173,565229946545.6807,,,,,Savings,1209179.254069838,>10L,2005070.7293588142,471.55879511743495,Loan EMI,28072.39495910462,,B004,Health,Yes,Low,No,No,,Mobile Banking
,,Female,,80.77997214992676,45178560027.1723,,,,,Current,-381176.30118827405,<50K,,44.500241788386234,Investment,37877.27312558268,,B005,Shopping,Yes,Low,No,Yes,,Mobile Banking
,,Male,,39.95781149989661,529957367385.70264,,,,,Fixed Deposit,1707644.5102538075,50K-1L,,584.2336682384117,Transfer,50782.86106712919,,B004,Bills,Yes,High,Yes,Yes,,NetBanking
,,Other,,47.88237134197354,599502910506.8115,,,,,Savings,347585.3881497521,>10L,,967.3888287027244,Bill Payment,52145.57658573832,,B002,Investment,No,Low,No,Yes,,Branch Visit
,,Male,,26.965880854431724,288815808070.3942,,,,,Savings,475749.5594205628,<50K,,638.8801970901955,Transfer,36630.13924933972,,B005,Health,Yes,Low,No,No,,Credit Bureau
,,Female,,9.32039844464462,140002994787.55835,,,,,Loan,614629.9183332929,50K-1L,,481.4896663963269,Transfer,19197.98390005908,,B003,Health,Yes,High,No,Yes,,Mobile Banking
,,Male,,12.875342684035775,992847469537.7675,,,,,Loan,602761.7133045789,50K-1L,,730.1424215957113,Bill Payment,9405.507787098679,,B004,Travel,Yes,Medium,No,No,,Credit Bureau
,,Other,,41.288943387181675,421316570150.2064,,,,,Fixed Deposit,431592.0631649572,50K-1L,,510.3412128640582,Bill Payment,-40320.63332799922,,B005,Health,No,High,No,Yes,,Mobile Banking
,,Male,,37.53362242118237,-437582129740.46497,,,,,Current,-308883.79589025304,1L-5L,1793693.7026416971,314.70949556589846,Loan EMI,35172.86877979561,,B003,Shopping,Yes,Medium,No,No,,ATM
,,Female,,49.928148808419714,339154071413.1451,,,,,Loan,450431.89769730304,5L-10L,1388863.9954248932,410.056880814631,Deposit,22477.94075912343,,B004,Health,No,Low,No,No,,Mobile Banking
,,Female,,77.84316466911407,376382757719.3681,,,,,Savings,382427.1568343237,50K-1L,,989.0727409902136,Withdrawal,10998.65782955759,,B001,Bills,Yes,Medium,No,No,,NetBanking
,,Other,,101.57923777215487,-127645774437.87137,,,,,Credit,16896.485491548723,50K-1L,,441.8710773929802,Withdrawal,12140.213396374102,,B003,Travel,Yes,High,No,No,,Credit Bureau
,,Other,,45.73122195808623,230763328729.65628,,,,,Savings,770900.2281959769,>10L,387089.1818053132,880.051271591418,Loan EMI,25280.113102431493,,B002,Bills,Yes,Medium,No,Yes,,NetBanking
,,Other,,62.583356589767384,-87680993551.28674,,,,,Credit,264043.5725434949,50K-1L,938480.4454683358,746.4921900890449,Loan EMI,-3087.8838594119084,,B003,Investment,No,High,No,No,,ATM
,,Other,,10.153473913765481,761765786429.0374,,,,,Fixed Deposit,591184.8551194074,<50K,,731.3124768371919,Deposit,9566.419849241458,,B004,Health,No,High,No,No,,Mobile Banking
,,Other,,62.50504395797855,232003660616.58548,,,,,Credit,-46261.785784281965,<50K,-7167.800662133755,261.3436243742967,Loan EMI,5734.031209428818,,B005,Health,Yes,Low,No,Yes,,NetBanking
,,Other,,72.73106084772985,244882525830.89423,,,,,Current,-254199.15971529752,>10L,645990.7618664772,539.6798868680016,Deposit,39456.48531940229,,B003,Health,Yes,Medium,No,No,,Mobile Banking
,,Male,,132.4081723974342,373345422997.1149,,,,,Savings,790207.5983227952,1L-5L,,509.33905780290036,Transfer,31556.80300007601,,B004,Investment,No,Low,No,Yes,,NetBanking
,,Female,,73.31774498866942,602174290512.3364,,,,,Current,441104.8535304598,>10L,1107232.3676397156,922.3498993246237,Loan EMI,-11638.81829470725,,B001,Health,No,High,Yes,Yes,,Credit Bureau
,,Male,,53.21891616323618,937829157515.8247,,,,,Fixed Deposit,667731.5260539714,5L-10L,-89931.42529242979,733.0978989979391,Withdrawal,20805.69290517117,,B004,Travel,Yes,Medium,No,No,,ATM
,,Female,,51.88434499415606,343167240756.7124,,,,,Savings,374834.2410615027,>10L,2053197.9865402442,371.11422767981054,Deposit,38295.206156967324,,B003,Travel,Yes,Medium,No,No,,ATM
,,Female,,25.128806931238845,327303354030.8295,,,,,Loan,276046.63084930665,1L-5L,-242942.60311774735,597.7536481419321,Investment,16989.279869042366,,B001,Investment,No,High,No,Yes,,Mobile Banking
,,Female,,18.46713379789368,563993277791.282,,,,,Savings,400102.4370135945,1L-5L,,546.7689303355635,Withdrawal,25826.22906299719,,B001,Shopping,Yes,High,No,Yes,,Branch Visit
,,Other,,75.43424383438015,1014757194755.7617,,,,,Current,972705.1049301568,1L-5L,,187.157096013238,Bill Payment,23047.46993902609,,B001,Health,No,Medium,No,Yes,,Credit Bureau
,,Female,,46.93459353727171,172952155818.5005,,,,,Current,850055.7439382939,50K-1L,-50192.01783383239,622.2600743237676,Investment,28505.472593104703,,B003,Travel,No,Medium,No,No,,Branch Visit
,,Male,,26.371500785124528,516963832693.3606,,,,,Savings,1050885.241828551,1L-5L,597029.7879871337,121.84549343223176,Withdrawal,64785.81070610468,,B003,Bills,Yes,Low,No,Yes,,Mobile Banking
,,Female,,51.228684428647654,792635656316.76,,,,,Loan,277572.0695518786,1L-5L,,589.9595886186704,Withdrawal,26934.10896829937,,B005,Shopping,Yes,High,No,Yes,,Branch Visit
,,Female,,65.3952304471665,-525920754202.73315,,,,,Loan,709094.0640866,50K-1L,,847.5787194250453,Withdrawal,9170.2526613318,,B002,Shopping,No,Medium,No,Yes,,NetBanking
,,Other,,31.632997436893376,1267260156999.7495,,,,,Savings,333575.9840061802,5L-10L,,640.47575574117,Bill Payment,67059.16685084101,,B002,Travel,Yes,Low,No,Yes,,NetBanking
,,Male,,39.74976909924481,211758823983.5079,,,,,Fixed Deposit,770481.6899649675,50K-1L,1705585.4371170285,772.4224338830142,Transfer,-10876.549766622215,,B001,Bills,Yes,Medium,No,No,,Mobile Banking
,,Female,,9.4506906325533,232777668318.59515,,,,,Savings,452304.36999477766,1L-5L,1781277.7079850119,497.96156272063126,Bill Payment,-17165.896061956573,,B001,Bills,Yes,Low,No,Yes,,Mobile Banking
,,Other,,74.20063073716534,241077760554.56778,,,,,Credit,710790.2835376835,>10L,,1215.266794939306,Deposit,7996.732586944903,,B003,Shopping,Yes,Low,No,Yes,,Mobile Banking
,,Male,,52.793159719412856,594597177407.5226,,,,,Current,654101.5245211336,<50K,,681.8767777860364,Loan EMI,30744.637202090165,,B004,Investment,No,High,No,No,,ATM
,,Other,,51.58816764207418,313171933258.7171,,,,,Fixed Deposit,970832.4706892853,>10L,,578.5092923762146,Bill Payment,45493.02183728133,,B002,Travel,No,Medium,No,No,,Mobile Banking
,,Male,,34.513880279403494,904164064313.2776,,,,,Fixed Deposit,708643.8278413536,1L-5L,,390.4909306724873,Loan EMI,23354.644909815706,,B005,Shopping,No,Low,No,Yes,,Branch Visit
,,Male,,23.287265853181893,1423669716167.4578,,,,,Credit,558640.5204085269,1L-5L,2713292.564640106,880.1948058928089,Deposit,53921.45908735753,,B001,Travel,No,Medium,No,No,,Branch Visit
,,Male,,13.663240936513375,1271824405366.9624,,,,,Current,390553.93990894296,5L-10L,,865.888461211331,Transfer,39957.057972782306,,B003,Health,Yes,High,Yes,No,,Credit Bureau
,,Female,,83.84359650566014,1212138427986.5251,,,,,Savings,86366.78925010999,50K-1L,1425305.9471587124,350.8880103420604,Bill Payment,40141.01551767505,,B004,Shopping,Yes,Medium,No,Yes,,ATM
,,Other,,38.1359707304597,966443842093.379,,,,,Loan,-184513.09312512993,1L-5L,,262.55090101227916,Transfer,30562.925981639026,,B003,Travel,Yes,Medium,No,No,,NetBanking
,,Male,,150.13193063757564,1326145218686.071,,,,,Current,135957.91943802836,5L-10L,,482.1489702862232,Investment,20485.101290147184,,B005,Shopping,Yes,High,No,No,,Mobile Banking
,,Other,,43.84639830224116,333873954580.0077,,,,,Fixed Deposit,366038.36655331595,1L-5L,,874.4500804057061,Loan EMI,14162.11733059992,,B002,Shopping,Yes,Low,No,No,,Mobile Banking
,,Male,,20.187247012770086,468554478500.77954,,,,,Current,533692.2642066842,1L-5L,,376.2252669913438,Transfer,45718.10175171725,,B005,Shopping,No,Low,No,No,,Credit Bureau
,,Male,,24.588949304781508,157090920890.29004,,,,,Fixed Deposit,404805.4977744535,<50K,,329.0299032722198,Loan EMI,-8813.016337726884,,B002,Shopping,Yes,Low,No,No,,NetBanking
,,Other,,23.785839764904992,412263046390.88403,,,,,Savings,371029.2233345563,1L-5L,1387901.423527915,843.8828440981694,Transfer,-6486.266941090913,,B005,Shopping,Yes,Low,No,No,,NetBanking
,,Female,,39.97857721222447,819123489853.9514,,,,,Savings,465132.36375462567,>10L,,543.3260608390649,Withdrawal,7427.289480610867,,B001,Health,Yes,High,No,No,,Credit Bureau
,,Female,,40.27776025705468,269151312556.17798,,,,,Loan,-364567.47450106265,1L-5L,,689.0864383076388,Loan EMI,26757.63195553002,,B004,Investment,No,Low,No,Yes,,NetBanking
,,Female,,57.37461823881194,656381161777.5544,,,,,Credit,69630.86300605019,1L-5L,,730.5346441894432,Transfer,5966.033687686287,,B002,Investment,No,Low,No,No,,NetBanking
,,Male,,98.1897553956947,420720429654.33295,,,,,Credit,443973.0050680586,1L-5L,,544.708592092431,Transfer,7747.088623825072,,B005,Bills,Yes,Low,No,Yes,,Branch Visit
,,Female,,73.37514101302486,978716233192.5005,,,,,Fixed Deposit,126571.71106756655,1L-5L,,603.0211492172543,Loan EMI,30821.0934209403,,B003,Health,Yes,Low,No,No,,Mobile Banking
,,Female,,20.11895682678069,606574406174.2462,,,,,Fixed Deposit,860678.090250833,<50K,630693.9272045284,135.36988399558646,Deposit,54753.237767466344,,B005,Shopping,No,Low,No,No,,Branch Visit
,,Other,,51.4541410703123,409816811015.07965,,,,,Loan,-65533.27296458365,5L-10L,,531.5889420913741,Bill Payment,20330.92206202604,,B005,Shopping,Yes,Medium,No,No,,ATM
,,Female,,94.03814158746093,568275597683.4841,,,,,Savings,-624168.9794493639,1L-5L,,670.2493398774674,Investment,47054.11171123638,,B003,Investment,Yes,Low,No,No,,NetBanking
,,Female,,52.86014358204194,814370778734.9941,,,,,Savings,-71497.4868420033,50K-1L,,437.12230365810655,Deposit,43235.21912457708,,B005,Bills,Yes,Medium,No,Yes,,NetBanking
,,Male,,177.9310503544582,481075149403.4059,,,,,Credit,297039.6278811654,50K-1L,982075.0703065351,430.10330485336124,Loan EMI,11340.911084682692,,B002,Shopping,No,Medium,No,No,,NetBanking
,,Male,,15.942951002854736,541207408288.0847,,,,,Loan,-353862.85881616955,>10L,,891.6422726586702,Withdrawal,37283.352102114084,,B005,Travel,Yes,Low,No,Yes,,ATM
,,Female,,45.91212540592172,620903826190.1829,,,,,Fixed Deposit,2073869.923767704,>10L,,675.9579017827905,Withdrawal,2395.9851713445596,,B002,Health,No,Medium,No,Yes,,Mobile Banking
,,Male,,95.6349711260244,946310242608.7542,,,,,Savings,776232.000932339,5L-10L,1296181.8842173072,417.4356542437512,Investment,-4979.773793783828,,B004,Bills,Yes,Low,No,No,,Branch Visit
,,Female,,56.06834459529078,815099976295.5029,,,,,Current,300624.07638144464,50K-1L,849733.7787686711,359.35186590814743,Investment,32278.7231843186,,B002,Travel,No,High,No,Yes,,NetBanking
,,Other,,38.6539995766783,290495076507.3048,,,,,Current,292373.7148920257,>10L,,562.0666352400107,Withdrawal,14656.890663010547,,B001,Bills,Yes,High,No,Yes,,ATM
,,Female,,33.161519650845136,422802703236.9659,,,,,Credit,268321.9083991715,>10L,-578994.7721506478,778.3307628715853,Loan EMI,52018.98355691694,,B001,Travel,Yes,High,No,Yes,,ATM
,,Female,,59.89006801132,811098719464.535,,,,,Current,91438.39592531664,1L-5L,,126.99429685987161,Deposit,29620.460304424523,,B001,Bills,Yes,High,No,Yes,,Mobile Banking
,,Female,,26.949560491531898,203179194404.61316,,,,,Loan,37969.22915662188,1L-5L,,484.299923451769,Transfer,9513.324850270463,,B005,Shopping,No,High,No,No,,ATM
,,Other,,31.821745452621542,151271937082.79333,,,,,Loan,117926.46425868905,>10L,,533.5771534930258,Withdrawal,13475.726316879147,,B004,Shopping,No,Low,No,No,,NetBanking
,,Other,,68.28953064017934,375360706902.8429,,,,,Credit,931082.9801058688,<50K,,1046.7858953765144,Transfer,25542.358654336596,,B004,Bills,No,Medium,No,Yes,,Credit Bureau
,,Male,,29.768382913682398,312505678088.80664,,,,,Credit,-359924.5054906114,5L-10L,,161.92757902833233,Transfer,2564.292480086414,,B002,Investment,Yes,High,No,No,,Credit Bureau
,,Other,,58.28924811846127,652325544183.5656,,,,,Current,-123225.98501909903,5L-10L,,710.9660636416986,Transfer,17798.092381945466,,B004,Shopping,No,Low,No,Yes,,Credit Bureau
,,Other,,35.71173672945904,947931957594.7697,,,,,Savings,68726.28868632438,<50K,,670.6821172599632,Loan EMI,26918.48918786915,,B001,Travel,Yes,Medium,No,No,,ATM
,,Other,,105.46338939415708,378642207082.58014,,,,,Current,407581.915792377,<50K,,544.8203082447512,Withdrawal,-1656.8706231789974,,B004,Shopping,No,Low,No,No,,ATM
,,Female,,31.786582377460487,618297768049.72,,,,,Current,949903.4443298669,1L-5L,,675.9907042857968,Deposit,37052.08696274108,,B002,Health,No,High,No,Yes,,Mobile Banking
,,Other,,0.9629260442792358,314532257172.1121,,,,,Current,433460.72770027857,1L-5L,-225873.89649537904,686.2809833949906,Withdrawal,27684.13629509286,,B002,Travel,No,High,Yes,Yes,,Mobile Banking
,,Other,,81.61596986878064,1001462491925.393,,,,,Loan,51201.88884857185,50K-1L,628439.7043526786,791.8345042418596,Transfer,7499.833938382682,,B004,Shopping,No,High,No,Yes,,Credit Bureau
,,Male,,40.090432189905144,593931402000.2002,,,,,Fixed Deposit,315188.8579120466,<50K,-1307.230066675169,445.93009883625894,Deposit,27855.907394418417,,B002,Shopping,No,Medium,No,No,,Credit Bureau
,,Female,,38.05935357889334,390675715552.3936,,,,,Credit,-137110.43259721086,5L-10L,1498919.603104971,624.6436807196618,Investment,20007.78607262254,,B002,Travel,No,High,No,No,,Credit Bureau
,,Female,,9.922824246957461,488690421542.5713,,,,,Fixed Deposit,591767.8853478592,1L-5L,563324.2348139271,425.42340961702195,Deposit,35689.70378267626,,B001,Investment,No,High,No,Yes,,Credit Bureau
,,Male,,1.0286919060273831,356328163803.2523,,,,,Fixed Deposit,779704.4513483082,50K-1L,383349.76986617455,1135.4283273929846,Deposit,49085.903815628764,,B003,Investment,No,Low,No,Yes,,NetBanking
,,Male,,-2.885911325483818,-551577298283.3591,,,,,Fixed Deposit,774713.5890038093,1L-5L,,612.2111681086647,Deposit,-8027.277403760014,,B004,Shopping,Yes,Medium,No,No,,Credit Bureau
,,Male,,73.80377938201028,511590465801.9241,,,,,Credit,1124357.0670190486,5L-10L,,830.4743273811936,Deposit,44240.93127137974,,B002,Travel,Yes,High,No,Yes,,Mobile Banking
,,Male,,47.13520272192312,130617368564.46571,,,,,Current,1006524.2869395885,>10L,,716.3772272140421,Deposit,15646.457957809014,,B002,Travel,No,High,Yes,No,,ATM
,,Other,,95.21891225865396,649252058028.403,,,,,Loan,309611.0017120758,1L-5L,,381.79839521847447,Withdrawal,37170.989592750775,,B001,Investment,No,Medium,No,Yes,,Credit Bureau
,,Female,,72.51332924383097,991732446466.5103,,,,,Savings,883000.6006240991,>10L,,495.74205425537696,Transfer,43277.75372294982,,B003,Bills,Yes,Low,No,No,,ATM
,,Other,,34.00297610587792,468727064281.9929,,,,,Credit,242804.39625200705,50K-1L,-693415.9897113069,211.51363517148582,Transfer,71372.72494297086,,B005,Shopping,Yes,Medium,No,No,,NetBanking
,,Male,,-56.31814229402569,503932298535.9083,,,,,Credit,412572.3957943265,50K-1L,,861.7832005402573,Withdrawal,105441.36288498656,,B001,Health,Yes,Medium,No,Yes,,NetBanking
,,Male,,48.543411486540556,398266566728.5851,,,,,Fixed Deposit,1008720.9440451884,50K-1L,1579363.9088466922,854.8685976326045,Investment,-2861.0588198334735,,B003,Shopping,No,Low,No,No,,NetBanking
,,Male,,45.899007216402396,12182715803.319458,,,,,Credit,431299.8706239873,50K-1L,,1263.716802576891,Bill Payment,81283.99438650123,,B004,Bills,No,High,No,No,,Credit Bureau
,,Other,,38.7035718651521,570409596215.5648,,,,,Current,175112.25598947538,5L-10L,,686.1282688429724,Loan EMI,22482.893864492078,,B005,Bills,No,Medium,No,No,,Credit Bureau
,,Female,,63.707990499714796,1475332817915.2388,,,,,Savings,523384.71697585133,50K-1L,,314.4690308461359,Investment,10132.4320326173,,B005,Health,Yes,High,Yes,No,,Credit Bureau
,,Female,,67.02299212106408,1055381731784.3817,,,,,Current,781980.068104521,>10L,562860.2235355717,316.8537778289284,Withdrawal,34476.123763222575,,B001,Investment,Yes,Low,No,No,,NetBanking
,,Female,,33.65040053212203,656159924171.9962,,,,,Credit,279310.85749378643,1L-5L,,720.4428749736879,Bill Payment,1560.702115776512,,B002,Shopping,Yes,High,No,Yes,,ATM
,,Male,,82.77039279921514,578388414986.3652,,,,,Savings,543572.8926845262,<50K,,520.8452323050849,Transfer,29978.41588510051,,B001,Shopping,No,Medium,No,Yes,,Mobile Banking
,,Female,,44.17466681580681,915857487663.8978,,,,,Credit,755105.7829666536,>10L,,337.4301159774126,Deposit,15935.478240287724,,B002,Shopping,Yes,Medium,No,Yes,,ATM
,,Other,,36.353742689999855,705196203080.7622,,,,,Fixed Deposit,899203.4315331026,<50K,1518821.3024793998,606.1680824788441,Loan EMI,-27371.416210684398,,B003,Investment,No,Medium,No,No,,Mobile Banking
,,Male,,73.49139326166792,920581025707.8,,,,,Credit,457784.1342231578,5L-10L,,301.7348788198033,Bill Payment,46546.00914075349,,B001,Travel,No,Medium,No,Yes,,Mobile Banking
,,Male,,67.38719502467836,889678220334.7894,,,,,Loan,814149.9118954245,>10L,,696.1343702232676,Investment,21905.183550478672,,B003,Travel,Yes,Medium,No,Yes,,Credit Bureau
,,Other,,62.43401551348232,499249195024.80194,,,,,Savings,1239811.1482865391,5L-10L,,685.8137758513061,Investment,11103.172092282373,,B002,Travel,Yes,High,No,No,,Branch Visit
,,Male,,101.97032266873475,575268810339.8492,,,,,Loan,-35108.204133076026,5L-10L,,752.5690764337176,Investment,22729.795631599904,,B003,Health,Yes,Medium,No,Yes,,Credit Bureau
,,Female,,62.64753751184678,584246062462.8105,,,,,Loan,212547.12974201355,5L-10L,936602.3586140426,320.3214813773723,Loan EMI,18924.84599731109,,B004,Travel,Yes,Medium,No,Yes,,NetBanking
,,Other,,47.16208845203645,387132373515.3436,,,,,Savings,242399.10697039598,<50K,,450.0884361703322,Investment,37325.769880852946,,B005,Travel,Yes,Low,No,Yes,,ATM
,,Other,,68.91825408133906,286698188434.6601,,,,,Savings,784720.0852719803,50K-1L,,960.616706109906,Transfer,11036.08337830256,,B002,Travel,No,Medium,No,No,,Branch Visit
,,Other,,88.43311702935738,573858816149.5188,,,,,Savings,761182.498400156,>10L,,889.3156859880951,Investment,-2846.704508086018,,B001,Health,No,High,Yes,No,,Branch Visit
,,Female,,70.8597341662454,840719455439.5803,,,,,Savings,534807.8564259422,<50K,743747.988015814,783.4224575095554,Transfer,-32744.78850565137,,B002,Shopping,Yes,Low,No,No,,NetBanking
,,Female,,63.44953481661058,-237497690137.72852,,,,,Fixed Deposit,733540.8897421317,5L-10L,,538.3688279093641,Withdrawal,-11463.497598251302,,B001,Bills,Yes,High,No,No,,NetBanking
,,Male,,92.81185643646236,538942754285.35986,,,,,Fixed Deposit,83084.80478810148,1L-5L,,54.25192634909362,Withdrawal,33285.28907989783,,B001,Health,No,Medium,No,No,,ATM
,,Female,,71.83467148304022,2107142145121.441,,,,,Loan,269157.8973024731,<50K,,889.8101963881531,Bill Payment,42006.54698716807,,B001,Shopping,No,High,Yes,No,,NetBanking
,,Male,,51.76433752663028,-40411316996.32361,,,,,Fixed Deposit,462893.46718773106,50K-1L,,716.7076273277038,Investment,21420.9313437879,,B001,Bills,No,Low,No,Yes,,Branch Visit
,,Other,,47.93256511193775,53973689740.44182,,,,,Credit,17822.221421894195,50K-1L,,693.1487227618087,Transfer,53713.4182828098,,B003,Shopping,Yes,Medium,No,No,,ATM
,,Female,,74.90253108798031,72220076065.93738,,,,,Fixed Deposit,1223915.650949536,50K-1L,432573.7521517408,763.515736347622,Withdrawal,41502.28989322757,,B002,Shopping,Yes,High,Yes,No,,Credit Bureau
,,Male,,-29.446166586705218,-103067785669.24548,,,,,Current,248421.17509407553,50K-1L,581033.153075373,710.6128448868553,Deposit,21951.124865720216,,B005,Investment,No,High,Yes,No,,Branch Visit
,,Female,,71.9045254077063,329133648770.2589,,,,,Current,446156.3475200346,5L-10L,,476.69305089360427,Withdrawal,-1482.7449990162513,,B002,Travel,No,Low,No,Yes,,Mobile Banking
,,Other,,50.340058710322054,-84291052651.32416,,,,,Savings,70217.85732674763,50K-1L,,366.4584148438091,Transfer,-27013.09924379827,,B004,Bills,Yes,Medium,No,Yes,,Credit Bureau
,,Male,,155.03680006752484,645448071527.2959,,,,,Fixed Deposit,781725.7060584101,50K-1L,,645.2837039387367,Loan EMI,69758.87467015268,,B001,Investment,No,Medium,No,No,,NetBanking
,,Male,,14.56211642769348,330222846282.72504,,,,,Savings,1069964.6922840665,>10L,,488.3783655271863,Investment,34937.925190708505,,B005,Health,Yes,High,No,Yes,,NetBanking
,,Male,,44.601696504503785,724445606754.4058,,,,,Credit,768582.6983363342,1L-5L,,676.4496401114636,Withdrawal,47237.4914521415,,B004,Travel,No,High,No,No,,Mobile Banking
,,Other,,13.563866579998496,22616131749.37938,,,,,Credit,319380.5015272152,5L-10L,1659730.8939514875,237.30594214407512,Bill Payment,9748.614525268991,,B004,Bills,No,High,Yes,Yes,,Mobile Banking
,,Female,,78.09052576514446,434496510125.7405,,,,,Current,151029.8996805976,1L-5L,720389.0471080568,444.20007662789595,Deposit,17405.82008056521,,B003,Bills,Yes,Medium,No,No,,ATM
,,Female,,38.433916742975846,610240592010.6614,,,,,Credit,34215.52666688856,<50K,1510288.666928119,626.3166980730375,Bill Payment,-10405.803379670338,,B005,Travel,Yes,Low,No,No,,Credit Bureau
,,Female,,21.99386918901768,237184497812.49698,,,,,Loan,-194991.57518616322,<50K,,647.0408824572867,Deposit,23156.682233009044,,B005,Investment,Yes,Low,No,Yes,,ATM
,,Male,,103.35043244525583,738443326534.3818,,,,,Loan,-32643.760042815702,5L-10L,,463.17887557707786,Investment,1755.3756739526425,,B001,Travel,No,Medium,No,Yes,,Credit Bureau
,,Female,,77.08135380875682,857142668041.9062,,,,,Credit,750396.5433695861,5L-10L,,375.2986150585942,Transfer,63140.961588676466,,B002,Investment,Yes,Low,No,Yes,,Credit Bureau
,,Male,,51.531933634387656,1597313216258.3203,,,,,Current,410992.9894660425,1L-5L,1150263.4244870848,198.93758611832607,Withdrawal,47073.11732070016,,B001,Shopping,Yes,Medium,No,Yes,,ATM
,,Female,,34.67206828569701,625792154515.759,,,,,Savings,1082735.052143075,1L-5L,,882.6659857316738,Loan EMI,25370.595078335125,,B001,Investment,No,High,No,No,,NetBanking
,,Other,,40.62147462506953,873725895739.5028,,,,,Current,881998.1782855495,<50K,1453891.201065631,234.5406502126079,Bill Payment,21985.009363824545,,B002,Shopping,Yes,High,Yes,Yes,,Credit Bureau
,,Male,,40.80565079631005,804765361213.1377,,,,,Savings,-116685.0003303666,50K-1L,-260353.40818503025,303.6980077674063,Withdrawal,30163.56555424208,,B005,Travel,Yes,High,No,No,,Credit Bureau
,,Other,,66.0638607735122,286891501161.39307,,,,,Fixed Deposit,843997.9342162801,5L-10L,1918741.833273938,241.43169491236472,Loan EMI,42561.538332700926,,B001,Bills,Yes,Medium,No,Yes,,Branch Visit
,,Female,,91.08353724587494,611875158757.6206,,,,,Credit,41441.923075642786,5L-10L,405225.4836581439,473.52575338963186,Deposit,19690.750504421638,,B002,Bills,No,Low,No,No,,Mobile Banking
,,Male,,70.34601042659472,125862313340.08865,,,,,Credit,582447.3327985711,<50K,3262825.3230322385,443.73541435005166,Deposit,-4564.520426827619,,B001,Health,No,Low,No,No,,NetBanking
,,Other,,49.986290900426425,112151017730.02785,,,,,Credit,592897.777265119,<50K,,359.3612155263547,Bill Payment,8170.579259496033,,B004,Travel,No,Medium,No,Yes,,ATM
,,Other,,87.08225082483366,157712409066.71796,,,,,Loan,816951.2792532654,5L-10L,754811.7804230879,780.8491078598336,Deposit,3900.5698264094517,,B004,Travel,Yes,Medium,No,No,,ATM
,,Female,,93.44937536570761,741744347267.5068,,,,,Savings,786514.7934444998,50K-1L,1327505.7599035772,925.8216603760068,Loan EMI,43661.701005545125,,B002,Shopping,No,High,No,Yes,,Branch Visit
,,Female,,42.96588270767963,596965545309.6471,,,,,Current,675130.1044656439,5L-10L,624085.4178615272,301.454238233169,Deposit,50616.36310350786,,B002,Shopping,Yes,High,No,Yes,,NetBanking
,,Female,,59.11624624463589,-170657107691.77246,,,,,Credit,851998.2973877257,50K-1L,,385.2431537919216,Loan EMI,30453.048713109012,,B002,Investment,No,Medium,No,Yes,,Mobile Banking
